stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23,route24,route25,route26,route27,route28,route29,route30,route31,route32,route33,route34,route35
3133,3133,Bray Road,Bray Road,53.25036611,-6.140848056,29/05/2017 09:46,bac,84A,84,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,3134,Bray Road,Bray Road,53.246905,-6.13603,29/05/2017 09:46,bac,145,111,84,84A,84X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,3135,Bray Road,Bray Road,53.24295389,-6.130543889,29/05/2017 09:46,bac,84X,84A,84,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,3136,Bray Road,Bray Road,53.23773194,-6.12733,29/05/2017 09:46,bac,145,84,84A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,3138,Bray Road,Bray Road,53.23434889,-6.124723056,29/05/2017 09:46,bac,84A,84,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,3139,Bray Road,Bray Road,53.23005806,-6.124076944,29/05/2017 09:46,bac,145,45A,84,84A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,3140,Dublin Rd,Dublin Rd,53.22974,-6.124246944,29/05/2017 09:46,bac,84A,84,45A,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,3141,Shankill,Shankill,53.23455111,-6.125118056,29/05/2017 09:46,bac,145,84,84A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,3142,Dublin Rd,Dublin Rd,53.23806194,-6.127608056,29/05/2017 09:46,bac,84A,84,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,3143,Bray Road,Bray Road,53.24265111,-6.130766111,29/05/2017 09:46,bac,145,111,84,84A,84X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,3144,Bray Road,Bray Road,53.245775,-6.135293889,29/05/2017 09:46,bac,84X,84A,84,111,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,3145,Bray Road,Bray Road,53.24792111,-6.138231111,29/05/2017 09:46,bac,145,84X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,3146,Bray Road,Bray Road,53.25087306,-6.141736111,29/05/2017 09:46,bac,84,84A,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,3147,Bray Road,Bray Road,53.25527194,-6.145488889,29/05/2017 09:46,bac,145,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,3148,Bray Road,Bray Road,53.25874889,-6.146561944,29/05/2017 09:46,bac,84,84A,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,3149,Johnstown Rd,Johnstown Rd,53.26118,-6.150006944,29/05/2017 09:46,bac,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,3150,Old Bray Road,Old Bray Road,53.26233694,-6.153768056,29/05/2017 09:46,bac,84,84A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,3151,Old Bray Road,Old Bray Road,53.26461306,-6.159153889,29/05/2017 09:46,bac,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,3152,Clonkeen Rd,Clonkeen Rd,53.26740694,-6.158536111,29/05/2017 09:46,bac,84,84A,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,3153,Clonkeen Rd,Clonkeen Rd,53.26577806,-6.159016944,29/05/2017 09:46,bac,63,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,3154,Clonkeen Rd,Clonkeen Rd,53.27204111,-6.160768056,29/05/2017 09:46,bac,84,84A,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,3155,Clonkeen Rd,Clonkeen Rd,53.27425,-6.16193,29/05/2017 09:46,bac,63,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,3156,Clonkeen Rd,Clonkeen Rd,53.27652889,-6.163003889,29/05/2017 09:46,bac,84,84A,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,3158,Deansgrange Rd,Deansgrange Rd,53.27893194,-6.164166944,29/05/2017 09:46,bac,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,3159,Deansgrange Rd,Deansgrange Rd,53.28245306,-6.165903889,29/05/2017 09:46,bac,84,84A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,3160,Deansgrange Rd,Deansgrange Rd,53.28437306,-6.166731111,29/05/2017 09:46,bac,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,3161,Deansgrange Rd,Deansgrange Rd,53.28700306,-6.167946111,29/05/2017 09:46,bac,84,84A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,3162,Rowan Pk,Rowan Pk,53.28975111,-6.167536944,29/05/2017 09:46,bac,4,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,3163,Stradbrook Rd,Stradbrook Rd,53.29250806,-6.166873056,29/05/2017 09:46,bac,84,84A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,3164,Stradbrook Rd,Stradbrook Rd,53.29559611,-6.169876944,29/05/2017 09:46,bac,4,84A,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,3165,Carysfort Avenue,Carysfort Avenue,53.29934,-6.179713889,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,3166,Carysfort Avenue,Carysfort Avenue,53.297065,-6.180505,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,3167,Carysfort Avenue,Carysfort Avenue,53.29527194,-6.180423056,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,3168,Carysfort Avenue,Carysfort Avenue,53.29224,-6.180056944,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,3169,Carysfort Avenue,Carysfort Avenue,53.28859306,-6.180608056,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,3171,Newtown Park,Newtown Park,53.28742306,-6.176611111,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,3173,Newtownpark Ave,Newtownpark Ave,53.28469694,-6.177423056,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,3174,Newtownpark Ave,Newtownpark Ave,53.28214194,-6.180103056,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,3175,Newtownpark Ave,Newtownpark Ave,53.27961694,-6.183428889,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,3176,Leopardstown Rd,Leopardstown Rd,53.27761194,-6.186155,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,3177,Leopardstown Rd,Leopardstown Rd,53.27610889,-6.188413889,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,3178,Leopardstown Rd,Leopardstown Rd,53.27436194,-6.192958889,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,3179,Leopardstown Rd,Leopardstown Rd,53.2731,-6.198611111,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,3181,Blackthorn Road,Blackthorn Road,53.27670194,-6.207783056,29/05/2017 09:46,bac,114,116,11,47,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,3182,Blackthorn Road,Blackthorn Road,53.27522111,-6.214208056,29/05/2017 09:46,bac,116,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,3183,Blackthorn Road,Blackthorn Road,53.27618306,-6.217036111,29/05/2017 09:46,bac,114,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,3184,Blackthorn Drive,Blackthorn Drive,53.27619111,-6.223826111,29/05/2017 09:46,bac,116,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,3187,Burton Hall Rd,Burton Hall Rd,53.27382194,-6.203315,29/05/2017 09:46,bac,114,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,3188,Leopardstown Rd,Leopardstown Rd,53.27317694,-6.198948056,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,3189,Leopardstown Rd,Leopardstown Rd,53.27384,-6.195555,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,3190,Leopardstown Rd,Leopardstown Rd,53.274875,-6.191828889,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,3191,Leopardstown Rd,Leopardstown Rd,53.27630889,-6.188313056,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,3192,Leopardstown Rd,Leopardstown Rd,53.27747611,-6.186511944,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,3193,Newtownpark Ave,Newtownpark Ave,53.27982806,-6.183321944,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,3194,Newtownpark Ave,Newtownpark Ave,53.28319611,-6.178915,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,3195,Newtownpark Ave,Newtownpark Ave,53.28489194,-6.17753,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,3196,Newtown Park,Newtown Park,53.28738306,-6.177211944,29/05/2017 09:46,bac,114,46E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,3198,Carysfort Avenue,Carysfort Avenue,53.28988194,-6.180586111,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,3199,Carysfort Avenue,Carysfort Avenue,53.29258389,-6.180153056,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,3200,Carysfort Avenue,Carysfort Avenue,53.29667,-6.180636111,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,3201,Carysfort Avenue,Carysfort Avenue,53.29953694,-6.179711944,29/05/2017 09:46,bac,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,3202,Glenageary Rd,Glenageary Rd,53.28885389,-6.129958889,29/05/2017 09:46,bac,111,7,45A,7A,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,3203,Glenageary Rd,Glenageary Rd,53.28522,-6.132333056,29/05/2017 09:46,bac,7D,7A,45A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,3204,Glenageary Rd,Glenageary Rd,53.28304889,-6.133781111,29/05/2017 09:46,bac,111,7,45A,7A,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,3205,Sallynoggin Road,Sallynoggin Road,53.27941694,-6.137198889,29/05/2017 09:46,bac,7A,45A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,3206,Sallynoggin Road,Sallynoggin Road,53.27822194,-6.139531944,29/05/2017 09:46,bac,111,7,45A,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,3207,Pearse Street,Pearse Street,53.27717,-6.140603889,29/05/2017 09:46,bac,7A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,3208,Sallynoggin,Sallynoggin,53.27613611,-6.138595,29/05/2017 09:46,bac,111,7,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,3209,Pearse Street,Pearse Street,53.27443389,-6.137658056,29/05/2017 09:46,bac,7A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,3210,Pearse Street,Pearse Street,53.27349694,-6.139535,29/05/2017 09:46,bac,111,7,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,3211,Rochestown Pk,Rochestown Pk,53.271285,-6.138016944,29/05/2017 09:46,bac,7A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,3212,Rochestown Ave,Rochestown Ave,53.26910694,-6.139918889,29/05/2017 09:46,bac,111,7,59,45A,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,3213,Rochestown Ave,Rochestown Ave,53.26705806,-6.136221111,29/05/2017 09:46,bac,7B,7A,45A,59,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,3214,Churchview Rd,Churchview Rd,53.26460111,-6.134741944,29/05/2017 09:46,bac,111,7,45A,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,3215,Churchview Rd,Churchview Rd,53.26203,-6.137558056,29/05/2017 09:46,bac,7B,7A,45A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,3216,Churchview Rd,Churchview Rd,53.25887306,-6.137866944,29/05/2017 09:46,bac,111,7,45A,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,3217,Churchview Rd,Churchview Rd,53.25665889,-6.1354,29/05/2017 09:46,bac,7B,7A,45A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,3218,Churchview Rd,Churchview Rd,53.25492306,-6.132493056,29/05/2017 09:46,bac,111,7,45A,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,3219,Wyattville Rd,Wyattville Rd,53.25305889,-6.130995,29/05/2017 09:46,bac,7B,7A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,3220,Wyattville Road,Wyattville Road,53.25072194,-6.13292,29/05/2017 09:46,bac,111,7,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,3221,Loughlinstown Drive,Loughlinstown Drive,53.24887389,-6.13268,29/05/2017 09:46,bac,7A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,3222,Loughlinstown Pk,Loughlinstown Pk,53.24660194,-6.128636111,29/05/2017 09:46,bac,111,7,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,3223,Loughlinstown Drive,Loughlinstown Drive,53.249165,-6.132966111,29/05/2017 09:46,bac,7A,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,3224,Wyattville Road,Wyattville Road,53.25194389,-6.132338056,29/05/2017 09:46,bac,111,7,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,3225,Churchview Rd,Churchview Rd,53.255295,-6.133838889,29/05/2017 09:46,bac,7B,7A,7,45A,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,3226,Churchview Rd,Churchview Rd,53.25914694,-6.138171111,29/05/2017 09:46,bac,111,45A,7,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,3227,Churchview Rd,Churchview Rd,53.26195306,-6.13779,29/05/2017 09:46,bac,7B,7A,7,45A,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,3228,Churchview Rd,Churchview Rd,53.264755,-6.134651944,29/05/2017 09:46,bac,111,45A,7,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,3229,Church Road,Church Road,53.26540806,-6.134396111,29/05/2017 09:46,bac,7B,7A,7,45A,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,3230,Rochestown Ave,Rochestown Ave,53.26845,-6.139078889,29/05/2017 09:46,bac,111,45A,7,59,7A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,3231,Rochestown Ave,Rochestown Ave,53.27015111,-6.141943056,29/05/2017 09:46,bac,7B,59,45A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,3232,Pearse Villas,Pearse Villas,53.27159611,-6.140436944,29/05/2017 09:46,bac,7,111,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,3233,Pearse Street,Pearse Street,53.27273611,-6.141335,29/05/2017 09:46,bac,7A,111,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,3234,Pearse Street,Pearse Street,53.273635,-6.139463889,29/05/2017 09:46,bac,7,111,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,3235,Pearse Street,Pearse Street,53.27627194,-6.139121944,29/05/2017 09:46,bac,7A,111,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,3236,Sallynoggin Road,Sallynoggin Road,53.27797889,-6.140298889,29/05/2017 09:46,bac,7,45A,111,7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,3237,Sallynoggin Road,Sallynoggin Road,53.279135,-6.137951944,29/05/2017 09:46,bac,7A,111,45A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,3238,Glenageary Rd,Glenageary Rd,53.28329889,-6.133716944,29/05/2017 09:46,bac,7,45A,111,7A,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,3239,Glenageary Rd,Glenageary Rd,53.28438389,-6.133026111,29/05/2017 09:46,bac,7D,7A,111,45A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,3240,Glenageary Rd,Glenageary Rd,53.287175,-6.131241111,29/05/2017 09:46,bac,7,45A,111,7A,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,3241,Sallynoggin Road,Sallynoggin Road,53.27724806,-6.141496111,29/05/2017 09:46,bac,45A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,3242,Sallynoggin Road,Sallynoggin Road,53.275355,-6.145373889,29/05/2017 09:46,bac,45A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,3243,Rochestown Ave,Rochestown Ave,53.27416806,-6.148428889,29/05/2017 09:46,bac,45A,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,3244,Rochestown Ave,Rochestown Ave,53.27263,-6.145906944,29/05/2017 09:46,bac,7B,45A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,3245,Rochestown Ave,Rochestown Ave,53.27068,-6.142518889,29/05/2017 09:46,bac,45A,59,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,3246,Rochestown Ave,Rochestown Ave,53.27107194,-6.143483056,29/05/2017 09:46,bac,7B,59,45A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,3247,Rochestown Ave,Rochestown Ave,53.27273306,-6.146186944,29/05/2017 09:46,bac,45A,59,7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,3248,Sallynoggin Road,Sallynoggin Road,53.27474611,-6.148335,29/05/2017 09:46,bac,45A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,3249,Pottery Rd,Pottery Rd,53.27304389,-6.153161944,29/05/2017 09:46,bac,59,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,3254,Johnstown Road,Johnstown Road,53.26366,-6.148158056,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,3255,Old Bray Road,Old Bray Road,53.26647806,-6.163181944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,3256,Old Bray Road,Old Bray Road,53.26881389,-6.166618056,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,3258,Bray Road,Bray Road,53.27253889,-6.171963056,29/05/2017 09:46,bac,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,3259,Bray Road,Bray Road,53.27283111,-6.171701944,29/05/2017 09:46,bac,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,3260,Old Bray Road,Old Bray Road,53.26969,-6.166636111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,3261,Old Bray Road,Old Bray Road,53.26818,-6.166033889,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,3262,Old Bray Road,Old Bray Road,53.265725,-6.161343056,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,3265,Mart Lane,Mart Lane,53.26949194,-6.167721111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,3266,Mart Lane,Mart Lane,53.26931611,-6.17017,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,3267,Westminster Road,Westminster Road,53.26917,-6.17491,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,3268,Westminster Road,Westminster Road,53.26775111,-6.178708889,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,3269,Westminster Road,Westminster Road,53.26723389,-6.181086944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,3270,Brighton Road,Brighton Road,53.26650306,-6.183723889,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,3271,Brighton Road,Brighton Road,53.26369694,-6.18153,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,3272,Brighton Road,Brighton Road,53.26213889,-6.180151111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,3273,Brighton Road,Brighton Road,53.26030889,-6.177848056,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,3274,Brighton Road,Brighton Road,53.25849306,-6.174201111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,3275,Brighton Road,Brighton Road,53.25813306,-6.171036111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,3276,Glenamuck Rd,Glenamuck Rd,53.25710694,-6.170911111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,3277,Glenamuck Rd,Glenamuck Rd,53.24821889,-6.182036944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,3278,Glenamuck Rd,Glenamuck Rd,53.24490806,-6.186998056,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,3279,Glenamuck Rd,Glenamuck Rd,53.23970389,-6.195586944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,3280,Enniskerry Rd,Enniskerry Rd,53.23776694,-6.195355,29/05/2017 09:46,bac,63,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,3282,Enniskerry Rd,Enniskerry Rd,53.23574,-6.193418889,29/05/2017 09:46,bac,44,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,3283,Enniskerry Rd,Enniskerry Rd,53.23583,-6.193855,29/05/2017 09:46,bac,63,44,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,3284,Enniskerry Rd,Enniskerry Rd,53.23931389,-6.196446111,29/05/2017 09:46,bac,118,44,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,3285,Glenamuck Rd,Glenamuck Rd,53.24484806,-6.187138889,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,3289,Glenamuck Rd,Glenamuck Rd,53.25708694,-6.17107,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,3290,Brighton Road,Brighton Road,53.25808806,-6.171131111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,3291,Brighton Road,Brighton Road,53.26165889,-6.179643889,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,3292,Brighton Road,Brighton Road,53.26341889,-6.181493056,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,3293,Brighton Road,Brighton Road,53.26619111,-6.183573889,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,3294,Westminster Road,Westminster Road,53.26735694,-6.180836944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,3295,Westminster Road,Westminster Road,53.26795111,-6.178183056,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296,3296,Westminster Road,Westminster Road,53.26920694,-6.175071111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,3297,Mart Lane,Mart Lane,53.26970806,-6.173036944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298,3298,Mart Lane,Mart Lane,53.26939111,-6.169475,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,3306,Cornelscourt Hill,Cornelscourt Hill,53.26335111,-6.16853,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,3307,Cornelscourt Hill,Cornelscourt Hill,53.26619111,-6.166331111,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,3309,Cornelscourt Hill,Cornelscourt Hill,53.26692611,-6.165881944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,3310,Enniskerry Rd,Enniskerry Rd,53.24253806,-6.198906944,29/05/2017 09:46,bac,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,3312,Cornelscourt Hill,Cornelscourt Hill,53.26186111,-6.170051944,29/05/2017 09:46,bac,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,3317,Brewery Rd,Brewery Rd,53.27388806,-6.200635,29/05/2017 09:46,bac,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,3318,Brewery Rd,Brewery Rd,53.27977194,-6.197318889,29/05/2017 09:46,bac,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,3320,Brewery Rd,Brewery Rd,53.28198194,-6.194953056,29/05/2017 09:46,bac,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,3321,Kilmacud Rd,Kilmacud Rd,53.28847389,-6.200386944,29/05/2017 09:46,bac,116,47,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,3322,Kilmacud Rd,Kilmacud Rd,53.28812889,-6.201756111,29/05/2017 09:46,bac,75,47,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
